appid,name,median_playtime
209120,Street Fighter X Tekken,196
209160,Call of Duty®: Ghosts,307
209190,Stealth Bastard Deluxe,465
209330,A Valley Without Wind,84
209370,Analogue: A Hate Story,167
209390,Dungeonbowl - Knockout Edition,487
209520,Mini Motor Racing EVO,121
209540,Strike Suit Zero,77
209650,Call of Duty®: Advanced Warfare - Gold Edition,267
209670,Cortex Command,229
209690,Fieldrunners,130
209730,R.A.W. Realms of Ancient War,24
209790,Splice,23
209830,Lone Survivor: The Director's Cut,128
209950,Triple Town,170
210170,Spirits,210
210770,Sanctum 2,203
210870,Cloudberry Kingdom™,33
210950,Rune Classic,592
210970,The Witness,674
211010,Alien Shooter 2 Conscription,47
211160,Viking: Battle for Asgard,24
211180,Unmechanical,96
211260,They Bleed Pixels,390
211360,Offspring Fling!,180
211400,Deadlight,415
211440,Adventures of Shuggy,83
211500,RaceRoom Racing Experience,42
211580,Wanderlust: Rebirth,283
211600,Thief™ Gold,325
211740,Thief™ II: The Metal Age,1584
211800,Dead Hungry Diner,239
211820,Starbound,2055
211970,Test Drive: Ferrari Racing Legends,1350
212010,Galaxy on Fire 2™ Full HD,361
212030,Kung Fu Strike - The Warrior's Rise,99
212050,Resonance,219
212070,Star Conflict,113
212110,Sugar Cube: Bittersweet Factory,268
212160,Vindictus,249
212390,Continent of the Ninth Seal,48
212500,The Lord of the Rings Online™,300
212630,Tom Clancy's Ghost Recon: Future Soldier™,325
212680,FTL: Faster Than Light,633
212700,Party of Sin,357
212800,Super Crate Box,39
213330,LEGO® Batman™ 2: DC Super Heroes,1031
213610,Sonic Adventure 2,1188
213650,Dwarfs - F2P,49
213670,South Park™: The Stick of Truth™,628
213850,Magic 2014 — Duels of the Planeswalkers,1600
214150,Galactic Civilizations® I: Ultimate Edition,32
214170,Divine Divinity,59
214250,I Am Alive,408
214340,Deponia,193
214360,Tower Wars,248
214420,Gear Up,39
214490,Alien: Isolation,720
214550,Eets Munchies,155
214570,ETHER VAPOR Remaster,71
214590,Fairy Bloom Freesia,226
214610,Cherry Tree High Comedy Club,222
214770,Guacamelee! Gold Edition,317
214790,The Basement Collection,479
214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,462
214870,Painkiller Hell & Damnation,174
214950,Total War™: ROME II - Emperor Edition,1287
214970,Intrusion 2,143
215080,WAKFU,1086
215160,The Book of Unwritten Tales,62
215280,Secret World Legends,408
215470,Primal Carnage,470
215510,Rocketbirds: Hardboiled Chicken,151
215530,The Incredible Adventures of Van Helsing,720
215550,Zombie Playground™,5
215630,Demonicon,654
215670,Home,21
215690,Zeno Clash 2,190
215770,Shad'O,58
215790,Dream Pinball 3D,284
215830,Closers,283
215870,Dungeon-Party,1
215930,Jagged Alliance 2 - Wildfire,420
216090,Go Home Dinosaurs!,458
216110,Tiny Troopers,35
216150,MapleStory,106
216290,Gateways,9
216890,Blood Bowl: Chaos Edition,342
216910,Of Orcs And Men,74
217140,Rise of the Triad,343
217200,Worms Armageddon,470
217690,Anna - Extended Edition,269
217750,Age of Conan: Unchained,135
217920,Alien Rage - Unlimited,355
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,90
218090,Unity of Command: Stalingrad Campaign,8368
218230,PlanetSide 2,150
218410,Defender's Quest: Valley of the Forgotten (DX edition),1365
218510,Planets Under Attack,303
218620,PAYDAY 2,890
218640,Lucius,190
218680,Scribblenauts Unlimited,390
218740,Pid,65
218820,Mercenary Kings: Reloaded Edition,403
219150,Hotline Miami,237
219190,Ultratron,84
219200,Droid Assault,8
219340,The Banner Saga: Factions,190489
219640,Chivalry: Medieval Warfare,293
219680,Proteus,48
219700,Dogs of War Online,29
219760,Beyond Divinity,13
219780,Divinity II: Developer's Cut,70
219830,King Arthur's Gold,378
219890,Antichamber,181
219910,Edna & Harvey: Harvey's New Eyes,268
219950,NiGHTS Into Dreams,16
219990,Grim Dawn,1539
220090,The Journey Down: Chapter One,327
220160,Trials Evolution: Gold Edition,508
220200,Kerbal Space Program,351
220240,Far Cry 3,794
220260,Farming Simulator 2013 Titanium Edition,1357
220440,DmC: Devil May Cry,558
220460,Cargo Commander,694
220700,RPG Maker VX Ace,465
220740,Chaos on Deponia,418
220780,Thomas Was Alone,81
220820,Zombie Driver HD,233
220860,McPixel,166
220900,Jack Lumber,140
221020,Towns,4713
221040,Resident Evil 6 / Biohazard 6,1245
221100,DayZ,2798
221260,Little Inferno,246
221380,Age of Empires II HD,619
221540,DG2: Defense Grid 2,3601
221640,Super Hexagon,130
221680,Rocksmith® 2014 Edition - Remastered,7089
221810,The Cave,217
221910,The Stanley Parable,132
222140,Puddle,247
222480,Resident Evil Revelations / Biohazard Revelations,764
222520,Champions of Regnum,43
222640,Aarklash: Legacy,286
222730,Reus,195
222750,Wargame: Airland Battle,1254
222880,Insurgency,245
222940,THE KING OF FIGHTERS XIII STEAM EDITION,451
222980,Dead Pixels,85
223100,Homefront®: The Revolution,484
223220,Giana Sisters: Twisted Dreams,217
223410,Perpetuum,269
223470,POSTAL 2,172
223510,Miasmata,171
223710,Cry of Fear,74
223730,Fly'N,99
223750,DCS World Steam Edition,3454
223810,Ys I & II Chronicles+,124
223830,Xenonauts,880
224260,No More Room in Hell,180
224300,Legacy of Kain: Defiance,81
224460,Contrast,91
224480,Octodad: Dadliest Catch,250
224500,Gnomoria,261
224600,Defiance,324
224740,Clockwork Empires,470
224760,FEZ,198
224820,Super House of Dead Ninjas,943
224860,Arma Tactics,76
224900,Iron Sky: Invasion,420
224920,Legacy of Kain: Soul Reaver,128
224940,Legacy of Kain: Soul Reaver 2,93
224960,Tomb Raider I,29
224980,Tomb Raider IV: The Last Revelation,20
225000,Tomb Raider V: Chronicles,10
225020,Tomb Raider VI: The Angel of Darkness,1995
225080,Brothers - A Tale of Two Sons,155
225160,Shadow Warrior Classic Redux,152
225260,Brutal Legend,308
225280,Full Mojo Rampage,390
225300,Tomb Raider II,3
225320,Tomb Raider III,34
225360,DARK,75
225420,Cities in Motion 2,207
225540,Just Cause™ 3,438
225600,Blade Symphony,370
225640,Sacred 2 Gold,100
225840,Sven Co-op,56
226580,F1 2014,1508
226720,LOST PLANET® 3,155
226740,Monster Loves You!,207
226820,Nancy Drew®: Ghost of Thornton Hall,1642
226840,Age of Wonders III,861
226860,Galactic Civilizations III,264
226960,Ironclad Tactics,142
227000,Primordia,394
227080,Papo & Yo,158
227100,Sniper Elite: Nazi Zombie Army,450
227160,Kinetic Void,33
227200,Waking Mars,229
227220,Sang-Froid - Tales of Werewolves,305
227300,Euro Truck Simulator 2,1413
227560,Scourge: Outbreak,381
227580,"10,000,000",414
227600,Castle of Illusion,147
227780,Serious Sam Classics: Revolution,34
227800,Retrovirus,105
227860,Castle Story,272
227920,Risk,16
227940,Heroes & Generals,76
228200,Company of Heroes,465
228260,Fallen Enchantress: Legendary Heroes,2874
228280,Baldur's Gate: Enhanced Edition,703
228300,Remember Me,238
228360,Full Throttle Remastered,28
228380,Wreckfest,1135
228440,Cubemen 2,440
228760,TrackMania² Canyon,5675
228960,Skulls of the Shogun,411
229520,Dungeon Hearts,204
229580,Dream,58
229810,A Fistful of Gun,444
229870,ShootMania Storm,507
230050,DLC Quest,139
230070,The Age of Decadence,297
230190,War for the Overworld,581
230270,N++ (NPLUSPLUS),494
230290,Universe Sandbox ²,150
230410,Warframe,394
230700,La-Mulana,875
230820,The Night of the Rabbit,112
230840,Daylight,184
230980,Starseed Pilgrim,62
231020,Storm,217
231040,Beatbuddy: Tale of the Guardians,101
231140,Cities XL Platinum,28
231160,The Swapper,184
231310,MirrorMoon EP,252
231430,Company of Heroes 2,277
231720,Bad Hotel,339
231740,Knights of Pen and Paper +1 Edition,1175
232010,Euro Truck Simulator,426
232050,Eador. Masters of the Broken World,273
232090,Killing Floor 2,957
232430,Gone Home,129
232750,Mars: War Logs,346
232770,POSTAL,180
232790,Broken Age,271
232890,Stronghold Crusader 2,233
232910,TrackMania² Stadium,9562
232950,Bridge Project,2
233130,Shadow Warrior,227
233150,LUFTRAUSERS,347
233190,Final Exam,196
233270,Far Cry 3 - Blood Dragon,201
233290,Murdered: Soul Suspect,343
233310,Avadon 2: The Corruption,4
233350,Sudeki,217
233450,Prison Architect,717
233470,Evoland,283
233510,Lunnye Devitsy,82
233550,Another World – 20th Anniversary Edition,102
233610,Distance,1307
233720,Surgeon Simulator,258
233740,Organ Trail: Director's Cut,298
233840,Worms Clan Wars,486
233860,Kenshi,2026
233980,UnEpic,342
234080,Castlevania: Lords of Shadow – Ultimate Edition,908
234140,Mad Max,699
234160,Strike Suit Infinity,168
234190,Receiver,112
234270,Ken Follett's The Pillars of the Earth,173
234290,Zack Zero,66
234350,Luxor 2 HD,10
234390,Teleglitch: Die More Edition,126
234490,Rush Bros.,122
234630,Project CARS,282
234650,Shadowrun Returns,240
234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,2404
234900,Anodyne,128
234920,Dyscourse,258
234940,The 39 Steps,262
235070,Bad Bots,83
235210,STRIDER™ / ストライダー飛竜®,418
235250,Super Sanctum TD,143
235320,Original War,232
235340,Prime World,33
235360,Prime World: Defenders,739
235380,Blitzkrieg 3,221
235400,King’s Bounty: Legions,19
235460,METAL GEAR RISING: REVENGEANCE,870
235540,Warhammer: End Times - Vermintide,608
235600,Tom Clancy’s Splinter Cell Blacklist,820
235620,Small World 2,2708
235720,Cubetractor,37
235800,Audiosurf 2,507
235980,Tetrobot and Co.,1107
236090,Dust: An Elysian Tail,247
236110,Dungeon Defenders II,217
236130,Horizon,84
236150,Starpoint Gemini 2,292
236370,Interstellar Marines,159
236390,War Thunder,297
236430,DARK SOULS™ II,3041
236450,PAC-MAN™ Championship Edition DX+,73
236490,Hexodius,9
236510,Takedown: Red Sabre,89
236690,Blood Bowl 2,1433
236730,Anomaly 2,115
236790,Agricultural Simulator 2013 - Steam Edition,5
236850,Europa Universalis IV,4572
237310,Elsword,54
237470,Battle Worlds: Kronos,34
237550,Realms of Arkania: Blade of Destiny,1
237570,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,342
237630,DuckTales: Remastered,313
237740,Angry Video Game Nerd Adventures,186
237760,Intake,75
237850,Dreamfall Chapters,335
237870,Planet Explorers,765
237890,Agarest: Generations of War,272
237930,Transistor,352
237950,UFO: Afterlight,2380
237990,The Banner Saga,188
238010,Deus Ex: Human Revolution - Director's Cut,875
238050,The Apogee Throwback Pack,37
238090,Sniper Elite 3,331
238210,System Shock 2,404
238260,Pinball Arcade,6
238320,Outlast,166
238370,Magicka 2,166
238430,Contagion,374
238460,BattleBlock Theater®,289
238750,Might & Magic X - Legacy,274
238890,Skyward Collapse,95
238910,Bionic Dues,285
238930,7 Grand Steps: What Ancients Begat,178
238960,Path of Exile,492
239030,"Papers, Please",214
239070,Hammerwatch,279
239120,FINAL FANTASY III,138
239140,Dying Light,1299
239160,Thief,192
239200,Amnesia: A Machine for Pigs,123
239250,Castlevania: Lords of Shadow 2,732
239430,Q.U.B.E: Director's Cut,76
239800,Bleed,171
239820,Game Dev Tycoon,492
239840,Dead State: Reanimated,1264
240320,Panzar,1617
240440,Quadrilateral Cowboy,316
240620,Wanderlust Adventures,201
240720,Getting Over It with Bennett Foddy,208
240760,Wasteland 2: Director's Cut,624
240970,Half Minute Hero: The Second Coming,637
241240,Contraption Maker,150
241260,Sherlock Holmes: Crimes and Punishments,464
241300,Card City Nights 2,444
241320,Ittle Dew,378
241410,CastleStorm,1522
241560,The Crew™,725
241600,Rogue Legacy,644
241720,Guncraft,178
241910,Goodbye Deponia,249
242050,Assassin’s Creed® IV Black Flag™,1761
242110,Joe Danger 2: The Movie,424
242570,Space Hulk,87
242640,Styx: Master of Shadows,248
242680,Nuclear Throne,491
242700,Injustice: Gods Among Us Ultimate Edition,320
242720,GunZ 2: The Second Duel,254
242760,The Forest,1127
242780,Cognition: An Erica Reed Thriller,111
242820,140,274
242840,In Verbis Virtus,286
242860,Verdun,5410
242880,"Sir, You Are Being Hunted",120
242920,Banished,825
243120,Betrayer,123
243160,Mushroom 11,455
243200,Memoria,250
243280,Poöf,217
243360,TrackMania² Valley,782
243450,Urban Trial Freestyle,198
243470,Watch_Dogs™,1343
243780,PixelJunk™ Monsters Ultimate,225
243800,Gas Guzzlers Extreme,176
243930,Bound By Flame,731
243950,Divinity: Dragon Commander,686
243970,"Invisible, Inc.",405
244030,Take On Mars,13
244050,Rise of Flight United,37
244070,Sid Meier’s Ace Patrol,175
244090,Sid Meier’s Ace Patrol: Pacific Skies,193
244160,Homeworld Remastered Collection,419
244210,Assetto Corsa,5267
244450,Men of War: Assault Squad 2,6473
244590,Epigenesis,158
244690,Face Noir,81
244710,Shelter,87
244730,Divekick,272
244770,StarMade,2998
244850,Space Engineers,1147
244870,Electronic Super Joy,423
244910,Homesick,130
244930,SNOW,64
245170,Skullgirls,276
245280,ENSLAVED™: Odyssey to the West™ Premium Edition,262
245370,Etherium,577
245390,"I Have No Mouth, and I Must Scream",158
245470,Democracy 3,1170
245490,Trials Fusion™,480
245620,Tropico 5,364
246070,Hack 'n' Slash,46
246090,Spacebase DF-9,228
246110,MASSIVE CHALICE,67
246420,Kingdom Rush,253
246580,The Typing of The Dead: Overkill,185
246620,Plague Inc: Evolved,480
246680,Secrets of Rætikon,6
246700,Strike Vector,118
246740,Huntsman: The Orphanage (Halloween Edition),3
246760,Legends of Eisenwald,674
246840,FATE,11
246880,Recruits,1
246900,Viscera Cleanup Detail,580
246960,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,99
247000,Talisman: Digital Edition,531
247020,"Cook, Serve, Delicious!",501
247080,Crypt of the NecroDancer,290
247140,Soundodger+,130
247240,Volgarr the Viking,307
247430,Hitman: Contracts,16
247660,Deadly Premonition: The Director's Cut,368
247730,Nether: Resurrected,291
247870,Redshirt,281
247950,Sacred 3,306
248190,Knytt Underground,228
248310,Freedom Planet,231
248350,Omegalodon,96
248390,Craft The World,3010
248470,Doorways: Prelude,130
248530,Depth Hunter 2: Deep Dive,371
248550,Megabyte Punch,58
248570,Toribash,42
248610,Door Kickers,483
248630,Kingdoms Rise,22
248650,Draw a Stickman: EPIC,108
248820,Risk of Rain,610
248860,NEO Scavenger,1252
249050,Dungeon of the Endless™,295
249130,LEGO® Marvel™ Super Heroes,3514
249230,Risen 3 - Titan Lords,589
249330,Unholy Heights,86
249360,Zafehouse: Diaries,356
249570,The Castle Doctrine,38
249590,Teslagrad,665
249610,Galactic Arms Race,138
249650,Blackguards,232
249680,Marlow Briggs and the Mask of Death,98
249870,Scribblenauts Unmasked: A DC Comics Adventure,124
249990,FORCED: Slightly Better Edition,407
250050,Life Goes On: Done to Death,256
250070,TorqueL,162
250110,Assault Android Cactus,379
250180,METAL SLUG 3,242
250260,Jazzpunk: Director's Cut,402
250320,The Wolf Among Us,616
250340,Blockland,1054
250380,Knock-knock,570
250400,How to Survive,256
250420,8BitMMO,31
250460,Bridge Constructor,298
250500,Super Amazing Wagon Adventure,261
250520,UnderRail,29
250560,Fight The Dragon,300
250580,Paranautical Activity: Deluxe Atonement Edition,391
250600,The Plan,11
250620,Among the Sleep - Enhanced Edition,83
250640,Croixleur Sigma,416
250660,Bunny Must Die! Chelsea and the 7 Devils,425
250680,BELOW,72
250700,Super Time Force Ultra,184
250760,Shovel Knight: Treasure Trove,611
250900,The Binding of Isaac: Rebirth,3236
251060,Wargame: Red Dragon,2288
251130,Chroma Squad,249
251150,The Legend of Heroes: Trails in the Sky,3755
251170,Damned,872
251230,Livelock,252
251310,Eleusis,208
251470,TowerFall Ascension,340
251530,Anomaly Korea,287
251570,7 Days to Die,574
251690,Speedball 2 HD,121
251710,Chainsaw Warrior,223
251730,Legend of Grimrock 2,1191
251770,Shadow Man,48
251850,Master Reboot,173
251870,Go! Go! Nippon! ~My First Trip to Japan~,226
251890,World of Diving,1352
251910,Solar Flux,201
251950,WWII Online,10
251990,Long Live The Queen,397
252010,Oniken: Unstoppable Edition,295
252030,Valdis Story: Abyssal City,2353
252050,Construction Machines 2014,108
252110,Lovers in a Dangerous Spacetime,249
252130,Divide By Sheep,140
252170,Anomaly Warzone Earth Mobile Campaign,152
252230,YAIBA: NINJA GAIDEN Z,68
252250,Maia,19
252270,Zombie Tycoon 2: Brainhov's Revenge,133
252290,Elegy for a Dead World,3
252310,Syder Arcade,173
252330,Slender: The Arrival,46
252350,Double Dragon: Neon,198
252410,SteamWorld Dig,250
252450,StarDrive 2,833
252470,Space Pirates And Zombies 2,1244
252490,Rust,2234
252530,OMSI 2: Steam Edition,7999
252610,Death Road to Canada,1796
252630,Eldritch Reanimated,303
252670,Nihilumbra,260
252690,Fantasy Grounds,86148
252710,The Last Express Gold Edition,1
252870,PULSAR: Lost Colony,1446
252910,Skyscraper Simulator,44
252950,Rocket League®,1462
253030,Race The Sun,219
253110,The Cat Lady,229
253150,Halfway,430
253230,A Hat in Time,376
253250,Stonehearth,1259
253290,FOTONICA,432
253330,Neverending Nightmares,248
253370,Axis Game Factory's AGFPRO v3,383
253390,Hot Tin Roof: The Cat That Wore A Fedora,247
253430,CastleMiner Z,263
253490,CABAL Online,3
253510,WARMACHINE: Tactics,273
253570,Gentlemen!,8
253610,Wrack,78
253690,Tiny Brains,132
253710,theHunter Classic,29
253750,Ikaruga,482
253770,Bus-Simulator 2012,47
253790,rymdkapsel,495
253840,Shantae: Half-Genie Hero,416
253860,Earth 2140,267
253880,Earth 2150 Trilogy,332
253900,Knights and Merchants,257
253960,Jack Orlando: Director's Cut,273
253980,Enclave,227
254060,KnightShift,291
254080,World War III: Black Gold,303
254200,FortressCraft Evolved!,2902
254300,Dofus,244
254440,Pool Nation,1047
254700,resident evil 4 / biohazard 4,938
254960,Silent Storm Gold Edition,39
255070,Abyss Odyssey,256
255220,GRID Autosport,417
255280,1954 Alcatraz,427
255300,Journey of a Roach,487
255320,Edna & Harvey: The Breakout,221
255370,KickBeat Steam Edition,201
255420,Magic 2015 - Duels of the Planeswalkers,1986
255710,Cities: Skylines,444
255870,PixelJunk™ Shooter,237
255940,The 11th Hour,1
255960,Bad Mojo Redux,2
256010,Jagged Alliance Flashback,269
256190,Enemy Front,122
256290,Child of Light,818
256390,MotoGP™14,309
256460,Cosmic Star Heroine,302
257030,Project Nimbus,187
257050,Darkout,283
257120,Not The Robots,124
257170,Rebuild 3: Gangs of Deadsville,6704
257260,Inherit the Earth: Quest for the Orb,3
257350,Baldur's Gate II: Enhanced Edition,1690
257510,The Talos Principle,186
257690,J.U.L.I.A.: Among the Stars,1
257710,Max Gentlemen,63
257730,Infinity Wars: Animated Trading Card Game,170
257750,Bloody Trapland,286
257830,Violett Remastered,112
257850,Hyper Light Drifter,354
257970,Loren The Amazon Princess,392
257990,Oozi: Earth Adventure,194
258010,Ring Runner: Flight of the Sages,402
258050,Survivor Squad,188
258090,99 Spirits,380
258180,Deus Ex: The Fall,81
258200,Talisman: Prologue,245
258220,Blood Knights,773
258520,The Vanishing of Ethan Carter,217
258760,Scania Truck Driving Simulator,330
258880,Professional Farmer 2014,967
258910,Citizens of Earth,579
258950,Montague's Mount,125
258970,Gauntlet™ Slayer Edition,196
259020,Dragon's Prophet,183
259060,Dominions 4: Thrones of Ascension,74
259080,Just Cause 2: Multiplayer Mod,223
259130,Wasteland 1 - The Original Classic,155
259170,Alone in the Dark,86
259190,Alone in the Dark: The New Nightmare,6
259320,Heli Heroes,273
259340,Chicken Shoot Gold,301
259390,Ballpoint Universe - Infinite,504
259410,Sneaky Sneaky,82
259470,Particulars,206
259510,Shufflepuck Cantina Deluxe,352
259550,Hero of the Kingdom,475
259570,EDEN STAR,195
259600,Finding Teddy,139
259620,3079 -- Block Action RPG,204
